video_id,canonical_url,first_seen_utc,last_seen_utc,attempt_count,scored_count,error_count,first_score_utc,first_credibility_score,latest_score_utc,latest_credibility_score,improvement_points_latest_minus_first,improvement_percent_latest_vs_first,best_credibility_score,worst_credibility_score,first_generation_origin_score,latest_generation_origin_score,trend,sample_raw_url,source_files_count
FXJhpMHCcRk,https://www.youtube.com/shorts/FXJhpMHCcRk,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,68.29,2026-03-10T09:13:16Z,68.29,0.0,0.0,68.29,68.29,1.3,1.3,no_change,https://www.youtube.com/shorts/FXJhpMHCcRk,5
Ff9BQUkhTZ4,https://www.youtube.com/shorts/Ff9BQUkhTZ4,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.87,2026-03-10T09:13:16Z,67.87,0.0,0.0,67.87,67.87,1.3,1.3,no_change,https://www.youtube.com/shorts/Ff9BQUkhTZ4,5
FksRkYjGg8k,https://www.youtube.com/shorts/FksRkYjGg8k,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.98,2026-03-10T09:13:16Z,67.98,0.0,0.0,67.98,67.98,1.3,1.3,no_change,https://www.youtube.com/shorts/FksRkYjGg8k,5
FmJfIuXKsBA,https://www.youtube.com/shorts/FmJfIuXKsBA,2026-03-04T11:19:36Z,2026-03-04T11:19:36Z,1,1,0,2026-03-04T11:19:36Z,67.66,2026-03-04T11:19:36Z,67.66,0.0,0.0,67.66,67.66,,,no_change,https://youtube.com/shorts/FmJfIuXKsBA,1
Fmo0tmW5QyI,https://www.youtube.com/shorts/Fmo0tmW5QyI,2026-03-03T12:25:42Z,2026-03-05T09:55:38Z,4,4,0,2026-03-03T12:25:42Z,71.02,2026-03-05T09:55:38Z,71.02,0.0,0.0,71.02,71.02,1.32,1.32,no_change,https://youtube.com/shorts/Fmo0tmW5QyI?si=8cP41y4PSh9DKLMn,4
G1lURknjmxM,https://www.youtube.com/shorts/G1lURknjmxM,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.35,2026-03-05T14:08:29Z,67.35,0.0,0.0,67.35,67.35,1.3,1.3,no_change,https://www.youtube.com/shorts/G1lURknjmxM,17
GOQEBQdxfdc,https://www.youtube.com/shorts/GOQEBQdxfdc,2026-02-26T10:13:46Z,2026-03-04T11:16:24Z,4,3,1,2026-02-26T10:13:46Z,75.0,2026-03-04T11:16:24Z,67.25,-7.75,-10.33,75.0,67.25,0.0,,declined,https://youtube.com/shorts/GOQEBQdxfdc,4
GTw7wk-4ai4,https://www.youtube.com/shorts/GTw7wk-4ai4,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,69.78,2026-03-05T14:08:29Z,67.77,-2.01,-2.88,69.78,67.77,1.31,1.3,declined,https://www.youtube.com/shorts/GTw7wk-4ai4,17
GZ6lJzWvoEM,https://www.youtube.com/shorts/GZ6lJzWvoEM,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.77,2026-03-05T14:08:29Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://www.youtube.com/shorts/GZ6lJzWvoEM,17
GZ7_fBECtYc,https://www.youtube.com/shorts/GZ7_fBECtYc,2026-02-26T10:13:46Z,2026-02-26T10:13:46Z,2,2,0,2026-02-26T10:13:46Z,75.0,2026-02-26T10:13:46Z,75.0,0.0,0.0,75.0,75.0,0.0,0.0,no_change,https://youtube.com/shorts/GZ7_fBECtYc,2
G_CTX2CRZ0M,https://www.youtube.com/shorts/G_CTX2CRZ0M,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,19,4,12,2026-03-05T11:42:20Z,67.98,2026-03-05T14:08:29Z,67.98,0.0,0.0,67.98,67.98,1.3,1.3,no_change,https://youtube.com/shorts/G_CTX2CRZ0M?si=A7QM7R1RzVfAR3QD,19
GaU2og5snfk,https://www.youtube.com/shorts/GaU2og5snfk,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,68.39,2026-03-05T14:08:29Z,68.39,0.0,0.0,68.39,68.39,1.3,1.3,no_change,https://www.youtube.com/shorts/GaU2og5snfk,17
Gu580hYbxf8,https://www.youtube.com/shorts/Gu580hYbxf8,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,68.18,2026-03-10T09:13:16Z,68.18,0.0,0.0,68.18,68.18,1.3,1.3,no_change,https://www.youtube.com/shorts/Gu580hYbxf8,5
H1TdNsGYvBQ,https://www.youtube.com/shorts/H1TdNsGYvBQ,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,93.06,2026-03-05T10:23:59Z,93.06,0.0,0.0,93.06,93.06,1.68,1.68,no_change,https://youtube.com/shorts/H1TdNsGYvBQ?si=b9hkv4OmfMh7XWys,2
H3rTP_7XyFk,https://www.youtube.com/shorts/H3rTP_7XyFk,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.56,2026-03-10T09:13:16Z,67.56,0.0,0.0,67.56,67.56,1.3,1.3,no_change,https://www.youtube.com/shorts/H3rTP_7XyFk,5
H6dImOh3yBM,https://www.youtube.com/shorts/H6dImOh3yBM,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.46,2026-03-05T14:08:29Z,67.46,0.0,0.0,67.46,67.46,1.3,1.3,no_change,https://www.youtube.com/shorts/H6dImOh3yBM,17
HISfrcjiNPM,https://www.youtube.com/shorts/HISfrcjiNPM,2026-03-01T12:40:12Z,2026-03-04T11:19:36Z,3,1,2,2026-03-04T11:19:36Z,67.66,2026-03-04T11:19:36Z,67.66,0.0,0.0,67.66,67.66,,,no_change,https://youtube.com/shorts/HISfrcjiNPM,3
HKabvl5Kuc0,https://www.youtube.com/shorts/HKabvl5Kuc0,2026-03-03T12:05:33Z,2026-03-03T12:05:33Z,1,1,0,2026-03-03T12:05:33Z,67.35,2026-03-03T12:05:33Z,67.35,0.0,0.0,67.35,67.35,1.3,1.3,no_change,https://youtube.com/shorts/HKabvl5Kuc0?si=TVqJQNnXVSfhiad4,1
HMuhc3SDkDQ,https://www.youtube.com/shorts/HMuhc3SDkDQ,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,4,4,0,2026-03-05T10:23:59Z,67.25,2026-03-05T10:23:59Z,67.25,0.0,0.0,67.25,67.25,1.3,1.3,no_change,https://youtube.com/shorts/HMuhc3SDkDQ?si=aSaaGCDNYip5iSxF,2
HYLLea-rrkc,https://www.youtube.com/shorts/HYLLea-rrkc,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,69.57,2026-03-04T11:16:24Z,69.57,0.0,0.0,69.57,69.57,,,no_change,https://youtube.com/shorts/HYLLea-rrkc,2
H_YiO7IP8F0,https://www.youtube.com/shorts/H_YiO7IP8F0,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.56,2026-03-05T14:08:29Z,67.56,0.0,0.0,67.56,67.56,1.3,1.3,no_change,https://www.youtube.com/shorts/H_YiO7IP8F0,17
Hc0dFVz8Z5o,https://www.youtube.com/shorts/Hc0dFVz8Z5o,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.87,2026-03-05T14:08:29Z,67.87,0.0,0.0,67.87,67.87,1.3,1.3,no_change,https://www.youtube.com/shorts/Hc0dFVz8Z5o,17
He7oCf7hO8A,https://www.youtube.com/shorts/He7oCf7hO8A,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.98,2026-03-05T14:08:29Z,67.98,0.0,0.0,67.98,67.98,1.3,1.3,no_change,https://www.youtube.com/shorts/He7oCf7hO8A,17
Hh0WJ18fut8,https://www.youtube.com/shorts/Hh0WJ18fut8,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.66,2026-03-05T14:08:29Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://www.youtube.com/shorts/Hh0WJ18fut8,17
HiDGfFOzfnk,https://www.youtube.com/shorts/HiDGfFOzfnk,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.87,2026-03-05T14:08:29Z,67.87,0.0,0.0,67.87,67.87,1.3,1.3,no_change,https://www.youtube.com/shorts/HiDGfFOzfnk,17
HnwBh3d0r3g,https://www.youtube.com/shorts/HnwBh3d0r3g,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.87,2026-03-10T09:13:16Z,67.87,0.0,0.0,67.87,67.87,1.3,1.3,no_change,https://www.youtube.com/shorts/HnwBh3d0r3g,5
HyCywNKLiGs,https://www.youtube.com/shorts/HyCywNKLiGs,2026-03-04T11:19:36Z,2026-03-04T11:19:36Z,1,1,0,2026-03-04T11:19:36Z,67.35,2026-03-04T11:19:36Z,67.35,0.0,0.0,67.35,67.35,,,no_change,https://youtube.com/shorts/HyCywNKLiGs,1
I-RQMA41Sfs,https://www.youtube.com/shorts/I-RQMA41Sfs,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.87,2026-03-05T14:08:29Z,67.87,0.0,0.0,67.87,67.87,1.3,1.3,no_change,https://youtube.com/shorts/I-RQMA41Sfs?si=aS6aKyPQPvc2_QYN,17
I5B3-6ku_mk,https://www.youtube.com/shorts/I5B3-6ku_mk,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.46,2026-03-05T14:08:29Z,67.46,0.0,0.0,67.46,67.46,1.3,1.3,no_change,https://www.youtube.com/shorts/I5B3-6ku_mk,17
IFQpiw0NXzM,https://www.youtube.com/shorts/IFQpiw0NXzM,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,93.38,2026-03-05T10:23:59Z,93.38,0.0,0.0,93.38,93.38,1.68,1.68,no_change,https://youtube.com/shorts/IFQpiw0NXzM?si=daXp5n6nwNu5kZSg,2
IQ14AVePD_g,https://www.youtube.com/shorts/IQ14AVePD_g,2026-02-26T10:22:50Z,2026-03-02T05:31:45Z,16,16,0,2026-02-26T10:22:50Z,75.0,2026-03-02T05:31:45Z,67.35,-7.65,-10.2,75.0,67.35,0.0,1.37,declined,https://youtube.com/shorts/IQ14AVePD_g?si=LOQA_-X4NijmtlQC,16
IYIfUQ__hQc,https://www.youtube.com/shorts/IYIfUQ__hQc,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T11:42:20Z,67.66,2026-03-05T11:42:20Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://www.youtube.com/shorts/IYIfUQ__hQc,17
IYlBVRum9Cc,https://www.youtube.com/shorts/IYlBVRum9Cc,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,69.88,2026-03-05T10:23:59Z,69.88,0.0,0.0,69.88,69.88,1.31,1.31,no_change,https://youtube.com/shorts/IYlBVRum9Cc?si=7V1yEqiY6hA6PzGs,2
IZxua9LhGmQ,https://www.youtube.com/shorts/IZxua9LhGmQ,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.87,2026-03-10T09:13:16Z,67.87,0.0,0.0,67.87,67.87,5.02,5.02,no_change,https://www.youtube.com/shorts/IZxua9LhGmQ,5
IaPLLZ3bPwo,https://www.youtube.com/shorts/IaPLLZ3bPwo,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.25,2026-03-05T14:08:29Z,67.25,0.0,0.0,67.25,67.25,1.3,1.3,no_change,https://www.youtube.com/shorts/IaPLLZ3bPwo,17
Ibc3hflWKLQ,https://www.youtube.com/shorts/Ibc3hflWKLQ,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.04,2026-03-05T14:08:29Z,67.04,0.0,0.0,67.04,67.04,1.3,1.3,no_change,https://www.youtube.com/shorts/Ibc3hflWKLQ,17
Icb_IiauzDk,https://www.youtube.com/shorts/Icb_IiauzDk,2026-03-01T12:40:12Z,2026-03-04T11:16:24Z,4,1,3,2026-03-04T11:16:24Z,67.66,2026-03-04T11:16:24Z,67.66,0.0,0.0,67.66,67.66,,,no_change,https://youtube.com/shorts/Icb_IiauzDk,4
IxzRPI3CL3w,https://www.youtube.com/shorts/IxzRPI3CL3w,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,68.29,2026-03-05T14:08:29Z,68.29,0.0,0.0,68.29,68.29,1.3,1.3,no_change,https://www.youtube.com/shorts/IxzRPI3CL3w,17
IyQp9VxvN9g,https://www.youtube.com/shorts/IyQp9VxvN9g,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,67.66,2026-03-05T10:23:59Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://youtube.com/shorts/IyQp9VxvN9g?si=Ee_293oudimBECB6,2
J0iIQ629N2c,https://www.youtube.com/shorts/J0iIQ629N2c,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,68.18,2026-03-05T14:08:29Z,68.18,0.0,0.0,68.18,68.18,1.3,1.3,no_change,https://www.youtube.com/shorts/J0iIQ629N2c,17
JGcJylThTGU,https://www.youtube.com/shorts/JGcJylThTGU,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.77,2026-03-05T14:08:29Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://www.youtube.com/shorts/JGcJylThTGU,17
JMAoyk1VjE8,https://www.youtube.com/shorts/JMAoyk1VjE8,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,70.4,2026-03-05T10:23:59Z,70.4,0.0,0.0,70.4,70.4,1.31,1.31,no_change,https://youtube.com/shorts/JMAoyk1VjE8?si=RjBrV3jnz5RAJIha,2
Jg4enp_R31E,https://www.youtube.com/shorts/Jg4enp_R31E,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,68.08,2026-03-10T09:13:16Z,68.08,0.0,0.0,68.08,68.08,1.3,1.3,no_change,https://www.youtube.com/shorts/Jg4enp_R31E,5
JyaUk7_IZew,https://www.youtube.com/shorts/JyaUk7_IZew,2026-02-26T10:13:46Z,2026-02-26T10:13:46Z,2,2,0,2026-02-26T10:13:46Z,75.0,2026-02-26T10:13:46Z,75.0,0.0,0.0,75.0,75.0,0.0,0.0,no_change,https://youtube.com/shorts/JyaUk7_IZew,2
K6rUDI0MVXI,https://www.youtube.com/shorts/K6rUDI0MVXI,2026-03-03T13:16:05Z,2026-03-04T11:16:24Z,3,1,2,2026-03-04T11:16:24Z,68.08,2026-03-04T11:16:24Z,68.08,0.0,0.0,68.08,68.08,,,no_change,https://youtube.com/shorts/K6rUDI0MVXI,3
KJuzniJ4yno,https://www.youtube.com/shorts/KJuzniJ4yno,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.56,2026-03-10T09:13:16Z,67.56,0.0,0.0,67.56,67.56,1.3,1.3,no_change,https://www.youtube.com/shorts/KJuzniJ4yno,5
KOGykUx8RiQ,https://www.youtube.com/shorts/KOGykUx8RiQ,2026-03-02T05:04:40Z,2026-03-02T05:31:45Z,4,4,0,2026-03-02T05:04:40Z,67.46,2026-03-02T05:31:45Z,67.46,0.0,0.0,67.46,67.46,1.38,1.38,no_change,https://youtube.com/shorts/KOGykUx8RiQ?si=8y88ewU0dijgdDmj,4
KTiKF7WMUPg,https://www.youtube.com/shorts/KTiKF7WMUPg,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,68.29,2026-03-10T09:13:16Z,68.29,0.0,0.0,68.29,68.29,1.3,1.3,no_change,https://www.youtube.com/shorts/KTiKF7WMUPg,5
KVIeHr7pNfE,https://www.youtube.com/shorts/KVIeHr7pNfE,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.66,2026-03-10T09:13:16Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://www.youtube.com/shorts/KVIeHr7pNfE,5
KaUuPNYHFNg,https://www.youtube.com/shorts/KaUuPNYHFNg,2026-03-01T12:40:12Z,2026-03-04T11:16:24Z,4,1,3,2026-03-04T11:16:24Z,67.35,2026-03-04T11:16:24Z,67.35,0.0,0.0,67.35,67.35,,,no_change,https://youtube.com/shorts/KaUuPNYHFNg,4
KiZhxPo26nk,https://www.youtube.com/shorts/KiZhxPo26nk,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.56,2026-03-05T14:08:29Z,67.56,0.0,0.0,67.56,67.56,1.3,1.3,no_change,https://www.youtube.com/shorts/KiZhxPo26nk,17
KriiolXfPPY,https://www.youtube.com/shorts/KriiolXfPPY,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,70.19,2026-03-05T14:08:29Z,70.19,0.0,0.0,70.19,70.19,1.31,1.31,no_change,https://www.youtube.com/shorts/KriiolXfPPY,17
KydlnfxqlJ4,https://www.youtube.com/shorts/KydlnfxqlJ4,2026-03-02T13:36:43Z,2026-03-02T13:41:29Z,3,1,2,2026-03-02T13:41:29Z,70.5,2026-03-02T13:41:29Z,70.5,0.0,0.0,70.5,70.5,1.31,1.31,no_change,https://youtube.com/shorts/KydlnfxqlJ4?si=FbXeauPUtdw0IjwC,3
LIXh1Wl77mw,https://www.youtube.com/shorts/LIXh1Wl77mw,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.77,2026-03-05T14:08:29Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://www.youtube.com/shorts/LIXh1Wl77mw,17
LKhGliLQR6A,https://www.youtube.com/shorts/LKhGliLQR6A,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.15,2026-03-10T09:13:16Z,67.15,0.0,0.0,67.15,67.15,1.3,1.3,no_change,https://www.youtube.com/shorts/LKhGliLQR6A,5
LUKzxKrjYqM,https://www.youtube.com/shorts/LUKzxKrjYqM,2026-02-26T10:13:46Z,2026-02-26T10:13:46Z,2,2,0,2026-02-26T10:13:46Z,75.0,2026-02-26T10:13:46Z,75.0,0.0,0.0,75.0,75.0,0.0,0.0,no_change,https://youtube.com/shorts/LUKzxKrjYqM,2
LWB2fNhuP38,https://www.youtube.com/shorts/LWB2fNhuP38,2026-02-26T10:22:50Z,2026-03-02T04:36:59Z,12,12,0,2026-02-26T10:22:50Z,75.0,2026-03-02T04:36:59Z,67.04,-7.96,-10.61,75.0,67.04,0.0,1.37,declined,https://youtube.com/shorts/LWB2fNhuP38?si=QB_bDZL52MpA8_4m,12
LWiOjMS2iW0,https://www.youtube.com/shorts/LWiOjMS2iW0,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.87,2026-03-10T09:13:16Z,67.87,0.0,0.0,67.87,67.87,1.3,1.3,no_change,https://www.youtube.com/shorts/LWiOjMS2iW0,5
LmNOC2bDTLg,https://www.youtube.com/shorts/LmNOC2bDTLg,2026-03-05T10:08:10Z,2026-03-05T10:08:10Z,2,2,0,2026-03-05T10:08:10Z,70.5,2026-03-05T10:08:10Z,70.5,0.0,0.0,70.5,70.5,1.31,1.31,no_change,https://youtube.com/shorts/LmNOC2bDTLg?si=yjVJXfHpF46JM1rn,2
LmZR01Xldek,https://www.youtube.com/shorts/LmZR01Xldek,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.77,2026-03-05T14:08:29Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://www.youtube.com/shorts/LmZR01Xldek,17
M3Mr3DGErM4,https://www.youtube.com/shorts/M3Mr3DGErM4,2026-03-03T11:29:05Z,2026-03-03T11:29:22Z,2,2,0,2026-03-03T11:29:05Z,68.18,2026-03-03T11:29:22Z,68.18,0.0,0.0,68.18,68.18,1.3,1.3,no_change,https://www.youtube.com/shorts/M3Mr3DGErM4,2
M6r7vqKni3Y,https://www.youtube.com/shorts/M6r7vqKni3Y,2026-03-04T12:29:08Z,2026-03-04T12:29:08Z,1,1,0,2026-03-04T12:29:08Z,67.66,2026-03-04T12:29:08Z,67.66,0.0,0.0,67.66,67.66,,,no_change,https://youtube.com/shorts/M6r7vqKni3Y,1
M7OTxF6zovI,https://www.youtube.com/shorts/M7OTxF6zovI,2026-02-26T10:22:50Z,2026-03-02T12:45:12Z,16,16,0,2026-02-26T10:22:50Z,75.0,2026-03-02T12:45:12Z,68.6,-6.4,-8.53,75.0,68.6,0.0,1.62,declined,https://youtube.com/shorts/M7OTxF6zovI?si=BfNY0zjM1FBvhhE_,16
M7T5FHjbZQU,https://www.youtube.com/shorts/M7T5FHjbZQU,2026-02-26T09:10:50Z,2026-02-26T09:13:50Z,4,2,2,2026-02-26T09:13:50Z,75.0,2026-02-26T09:13:50Z,75.0,0.0,0.0,75.0,75.0,92.0,92.0,no_change,https://youtube.com/shorts/M7T5FHjbZQU,4
MEo7va9MEW4,https://www.youtube.com/shorts/MEo7va9MEW4,2026-03-05T10:08:10Z,2026-03-05T10:08:10Z,2,2,0,2026-03-05T10:08:10Z,67.87,2026-03-05T10:08:10Z,67.87,0.0,0.0,67.87,67.87,1.3,1.3,no_change,https://youtube.com/shorts/MEo7va9MEW4?si=lPya1g2fXy7IbNDT,2
MNTNiTXRG_U,https://www.youtube.com/shorts/MNTNiTXRG_U,2026-02-26T10:22:50Z,2026-03-02T04:46:38Z,12,12,0,2026-02-26T10:22:50Z,75.0,2026-03-02T04:46:38Z,69.57,-5.43,-7.24,75.0,69.57,0.0,1.39,declined,https://youtube.com/shorts/MNTNiTXRG_U?si=DdYARdMZ0yK7tTqJ,12
MQ3SiTv-O6k,https://www.youtube.com/shorts/MQ3SiTv-O6k,2026-03-05T10:08:10Z,2026-03-05T10:08:10Z,2,2,0,2026-03-05T10:08:10Z,67.98,2026-03-05T10:08:10Z,67.98,0.0,0.0,67.98,67.98,1.3,1.3,no_change,https://youtube.com/shorts/MQ3SiTv-O6k?si=xCH6t7DPoxTD3uM_,2
MSvkCl-tN5w,https://www.youtube.com/shorts/MSvkCl-tN5w,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,69.57,2026-03-05T14:08:29Z,67.25,-2.32,-3.33,69.57,67.25,1.31,1.3,declined,https://www.youtube.com/shorts/MSvkCl-tN5w,17
MU3yH489oZY,https://www.youtube.com/shorts/MU3yH489oZY,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.35,2026-03-05T14:08:29Z,67.35,0.0,0.0,67.35,67.35,1.3,1.3,no_change,https://www.youtube.com/shorts/MU3yH489oZY,17
MVq3H8ZCy04,https://www.youtube.com/shorts/MVq3H8ZCy04,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.15,2026-03-05T14:08:29Z,67.15,0.0,0.0,67.15,67.15,1.3,1.3,no_change,https://www.youtube.com/shorts/MVq3H8ZCy04,17
MlIGETwCPAA,https://www.youtube.com/shorts/MlIGETwCPAA,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,68.08,2026-03-05T14:08:29Z,68.08,0.0,0.0,68.08,68.08,1.3,1.3,no_change,https://www.youtube.com/shorts/MlIGETwCPAA,17
MprxJKJ5RC8,https://www.youtube.com/shorts/MprxJKJ5RC8,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.77,2026-03-05T14:08:29Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://www.youtube.com/shorts/MprxJKJ5RC8,17
MqRZSl7MMHA,https://www.youtube.com/shorts/MqRZSl7MMHA,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,69.11,2026-03-05T14:08:29Z,69.11,0.0,0.0,69.11,69.11,1.31,1.31,no_change,https://www.youtube.com/shorts/MqRZSl7MMHA,17
Ms_hO0EGBvg,https://www.youtube.com/shorts/Ms_hO0EGBvg,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,67.15,2026-03-04T11:16:24Z,67.15,0.0,0.0,67.15,67.15,,,no_change,https://youtube.com/shorts/Ms_hO0EGBvg,2
MxfkDg_4Rs0,https://www.youtube.com/shorts/MxfkDg_4Rs0,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.98,2026-03-05T14:08:29Z,67.98,0.0,0.0,67.98,67.98,1.3,1.3,no_change,https://www.youtube.com/shorts/MxfkDg_4Rs0,17
MzoppiEgxVY,https://www.youtube.com/shorts/MzoppiEgxVY,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.66,2026-03-10T09:13:16Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://www.youtube.com/shorts/MzoppiEgxVY,5
NDbh-ySbe8w,https://www.youtube.com/shorts/NDbh-ySbe8w,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,19,4,12,2026-03-05T11:42:20Z,68.08,2026-03-05T14:08:29Z,68.08,0.0,0.0,68.08,68.08,1.3,1.3,no_change,https://youtube.com/shorts/NDbh-ySbe8w?si=XKaift3Z4OZm3Alj,19
NGDbZQuu0B8,https://www.youtube.com/shorts/NGDbZQuu0B8,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.56,2026-03-10T09:13:16Z,67.56,0.0,0.0,67.56,67.56,1.3,1.3,no_change,https://www.youtube.com/shorts/NGDbZQuu0B8,5
NGeSwfU8wIY,https://www.youtube.com/shorts/NGeSwfU8wIY,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,67.87,2026-03-05T10:23:59Z,67.87,0.0,0.0,67.87,67.87,1.3,1.3,no_change,https://youtube.com/shorts/NGeSwfU8wIY?si=Yc7cgJlUN3TeCxOs,2
NIm4vcGD7t0,https://www.youtube.com/shorts/NIm4vcGD7t0,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,68.18,2026-03-05T14:08:29Z,68.18,0.0,0.0,68.18,68.18,1.3,1.3,no_change,https://www.youtube.com/shorts/NIm4vcGD7t0,17
NJHWbpxyHVg,https://www.youtube.com/shorts/NJHWbpxyHVg,2026-03-03T11:29:05Z,2026-03-03T11:29:22Z,2,2,0,2026-03-03T11:29:05Z,68.08,2026-03-03T11:29:22Z,68.08,0.0,0.0,68.08,68.08,1.3,1.3,no_change,https://www.youtube.com/shorts/NJHWbpxyHVg,2
